Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) cht1,Coverage (%) cht2,Coverage (%) cht3,Coverage (%) cht4,Coverage (%) cht5,Coverage (%) cht6,Coverage (%) cht7,Coverage (%) cht8,Coverage (%) cht9,Coverage (%) cht10,Coverage (%) el1,Coverage (%) el2,Coverage (%) el3,Coverage (%) el4,Coverage (%) el5,Coverage (%) el6,Coverage (%) el7,Coverage (%) el8,Coverage (%) el9,Coverage (%) el10,Coverage (%) lp1,Coverage (%) lp2,Coverage (%) lp3,Coverage (%) lp4,Coverage (%) lp5,Coverage (%) lp6,Coverage (%) lp7,Coverage (%) lp8,Coverage (%) lp9,Coverage (%) lp10,Coverage (%) trp1,Coverage (%) trp2,Coverage (%) trp3,Coverage (%) trp4,Coverage (%) trp5,Coverage (%) trp6,Coverage (%) trp7,Coverage (%) trp8,Coverage (%) trp9,Coverage (%) trp10,Area cht1,Area cht2,Area cht3,Area cht4,Area cht5,Area cht6,Area cht7,Area cht8,Area cht9,Area cht10,Area el1,Area el2,Area el3,Area el4,Area el5,Area el6,Area el7,Area el8,Area el9,Area el10,Area lp1,Area lp2,Area lp3,Area lp4,Area lp5,Area lp6,Area lp7,Area lp8,Area lp9,Area lp10,Area trp1,Area trp2,Area trp3,Area trp4,Area trp5,Area trp6,Area trp7,Area trp8,Area trp9,Area trp10,#Peptides,#Unique,#Spec cht1,#Spec cht2,#Spec cht3,#Spec cht4,#Spec cht5,#Spec cht6,#Spec cht7,#Spec cht8,#Spec cht9,#Spec cht10,#Spec el1,#Spec el2,#Spec el3,#Spec el4,#Spec el5,#Spec el6,#Spec el7,#Spec el8,#Spec el9,#Spec el10,#Spec lp1,#Spec lp2,#Spec lp3,#Spec lp4,#Spec lp5,#Spec lp6,#Spec lp7,#Spec lp8,#Spec lp9,#Spec lp10,#Spec trp1,#Spec trp2,#Spec trp3,#Spec trp4,#Spec trp5,#Spec trp6,#Spec trp7,#Spec trp8,#Spec trp9,#Spec trp10,PTM,Avg. Mass,Description
1770,1718,P15586|GNS_HUMAN,92.34,15,2,0,2,0,2,0,2,2,2,0,0,0,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,2,3,7,3,5,2,0,2,8,8,6.4486E5,,7.5708E5,,7.0363E5,,5.3559E5,5.3842E5,7.6228E5,,,,,,,,0,,8.0414E5,1.0486E6,,,,0,,,,,,,8.3449E5,1.6231E6,1.6537E6,1.3726E6,1.2578E6,5.1438E5,,1.0678E6,2.881E6,2.5234E6,10,10,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,4,2,3,1,0,1,4,3,,62082,N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3
1578,1762,Q9Y676|RT18B_HUMAN,92.33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,12,5,12,12,12,12,6,12,5,0,14,14,14,14,7,7,7,21,13,7,,,,,,,,,,,,,,,,,2.6366E5,,6.3211E5,6.2576E5,1.165E6,1.3945E6,1.3715E6,2.4286E6,2.2605E6,2.5238E6,1.4786E6,2.367E6,9.4726E5,,1.4984E6,1.9855E6,1.8443E6,2.0574E6,7.5903E5,5.3892E5,4.7818E5,2.7318E6,3.0162E6,1.8639E6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,2,2,2,1,2,1,0,3,3,3,3,1,2,1,3,4,2,,29396,28S ribosomal protein S18b  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18B PE=1 SV=1
1723,1650,Q9UMD9|COHA1_HUMAN,92.21,10,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,2,0,2,1,1,0,0,1,1,1,0,0,0,2,1,1,2,1,1,0,2,2,1,3,,,3.1272E5,2.4967E5,,3.2213E5,,6.0602E5,5.8165E5,2.8747E5,,5.6611E5,,,5.3883E5,5.3353E5,2.404E6,,7.4651E6,4.2229E6,1.6314E5,,,4.0789E5,4.659E5,1.3121E5,,,,1.2248E6,1.1204E6,1.1495E6,1.9267E6,1.0368E6,1.0004E6,,1.0029E6,2.2779E6,9.5895E5,2.4803E6,14,14,0,0,1,1,0,1,0,2,2,1,0,1,0,0,1,1,3,0,2,1,1,0,0,1,3,1,0,0,0,2,1,1,2,2,1,0,2,2,1,3,,150419,Collagen alpha-1(XVII) chain OS=Homo sapiens OX=9606 GN=COL17A1 PE=1 SV=3
2042,1660,O15126|SCAM1_HUMAN,92.18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8,11,11,10,18,4,0,8,11,10,,,,,,,,,,,,,,,,,,,8.8082E5,1.3123E6,,,,,,,,,,,0,2.8016E5,2.1696E5,9.3535E5,1.1034E6,9.3708E4,,0,2.982E5,1.6798E6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,1,0,1,2,3,,37920,Secretory carrier-associated membrane protein 1 OS=Homo sapiens OX=9606 GN=SCAMP1 PE=1 SV=2
1542,1744,Q9UMY1|NOL7_HUMAN,92.16,40,0,8,8,0,0,12,0,0,8,0,4,4,4,9,0,4,0,0,0,4,18,14,20,18,18,18,11,18,21,7,15,4,4,11,7,7,7,15,4,11,,4.4976E5,5.3484E5,,,1.2723E6,,,5.8929E5,,1.6464E5,1.6318E5,1.3055E5,1.2767E6,,2.4723E5,,,,7.2074E5,2.3028E6,1.7313E6,2.7955E6,3.2259E6,3.2121E6,2.808E6,1.2454E6,9.4215E5,3.9173E6,9.2687E5,1.6888E6,1.0862E6,9.3769E5,1.8238E6,7.159E5,6.3598E5,8.3745E5,2.4634E6,1.2733E6,2.3849E6,13,13,0,1,1,0,0,2,0,0,1,0,1,1,1,3,0,2,0,0,0,1,3,2,3,4,4,3,2,3,4,1,3,1,1,2,1,2,2,3,1,2,,29426,Nucleolar protein 7 OS=Homo sapiens OX=9606 GN=NOL7 PE=1 SV=2
1653,2104,P82930|RT34_HUMAN,92.00,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,19,18,28,22,22,24,19,22,31,19,,,,,,,,,,,,,,,,,,,,,4.1958E5,,,,3.9319E5,,,,,,1.5843E6,1.8791E6,2.9695E6,1.994E6,1.8544E6,8.638E5,9.8477E5,2.6814E6,3.7436E6,3.6561E6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,4,4,3,3,3,4,5,3,,25650,28S ribosomal protein S34  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS34 PE=1 SV=2
2053,1942,Q8WTT2|NOC3L_HUMAN,91.88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0,0,2,0,1,1,0,0,2,4,3,1,0,0,0,0,6,4,4,,,,,,,,,,,,,,,,,5.022E5,,3.2446E6,1.3887E6,,,,2.0477E5,,2.2749E5,3.3698E5,,,5.0138E5,4.7962E5,4.5887E5,1.1156E5,,,,,1.0435E6,8.7156E5,7.4103E5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,3,3,2,,92548,Nucleolar complex protein 3 homolog OS=Homo sapiens OX=9606 GN=NOC3L PE=1 SV=1
2267,1852,Q9NXF1|TEX10_HUMAN,91.80,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,4,2,1,0,1,3,3,2,0,1,0,2,3,1,,,,,,,,,,,4.1252E5,,,,,4.0767E5,,,,2.1922E6,,,7.9178E4,,,,3.0102E5,8.7652E4,1.5713E5,,4.9021E5,8.9534E5,8.8363E5,6.5502E5,,1.0037E5,,8.3159E5,9.6373E5,6.7126E5,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1,1,0,1,2,2,2,0,1,0,2,2,1,,105674,Testis-expressed protein 10 OS=Homo sapiens OX=9606 GN=TEX10 PE=1 SV=2
2050,1849,A3KMH1|VWA8_HUMAN,91.75,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,3,0,3,0,1,2,4,2,,,,,,,,,,,1.0105E5,,2.3602E5,,6.9714E4,2.8185E5,5.4066E5,,2.497E6,1.9983E6,,,,,,,9.7504E4,,,2.0609E5,4.6118E5,6.4472E5,9.9012E5,,1.1269E6,,1.9148E5,5.689E5,1.5535E6,1.2119E6,15,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,2,0,0,0,0,0,0,1,0,0,1,3,3,5,0,5,0,1,2,5,3,,214823,von Willebrand factor A domain-containing protein 8 OS=Homo sapiens OX=9606 GN=VWA8 PE=1 SV=2
1690,1529,P78344|IF4G2_HUMAN,91.75,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0,0,0,0,1,4,4,4,2,5,2,2,4,7,8,,,,,,,,,,,,,,,,,4.3271E5,,4.4426E6,1.1361E6,6.6362E4,,,,,,,,,6.0042E5,1.8018E6,2.2956E6,1.9873E6,7.9812E5,2.0015E6,6.6736E5,6.7389E5,2.0884E6,2.7513E6,3.4136E6,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,1,4,4,4,2,5,2,2,4,5,6,,102362,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1
1683,1884,Q8NBJ7|SUMF2_HUMAN,91.68,21,0,0,5,5,0,5,5,5,0,0,3,3,3,3,3,3,3,3,6,3,3,0,0,0,3,0,0,0,0,0,0,9,9,9,4,0,0,4,9,10,,,5.6071E5,6.8236E5,,6.7101E5,6.9146E5,6.6773E5,,,5.6758E5,5.7602E5,6.4371E5,5.6954E5,6.0521E5,7.3595E5,7.8309E5,6.0794E5,1.8691E6,1.8836E6,9.3481E5,,,,4.3446E5,,,,,,,1.0554E6,9.3681E5,8.9976E5,2.657E5,,,3.5754E5,1.4369E6,1.6728E6,8,8,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,2,2,2,1,0,0,1,2,3,,33843,Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2
1549,1545,P36543|VATE1_HUMAN,91.61,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,5,10,0,0,0,0,19,15,23,13,19,6,4,15,16,19,,,,,,,,,,,,,,,,,,,2.2626E6,3.3591E6,,,,,3.577E5,3.7846E5,,,,,2.1861E6,2.5405E6,3.3586E6,1.9629E6,2.3145E6,2.0755E5,0,1.2935E6,6.0925E6,3.9957E6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,4,3,5,3,4,1,1,3,4,4,,26145,V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1
1793,1518,O15372|EIF3H_HUMAN,91.61,36,0,0,6,0,6,5,0,0,0,0,0,0,0,0,0,0,3,0,3,13,5,3,3,0,3,3,3,3,3,0,3,6,6,9,3,8,8,9,12,6,,,3.3028E5,,1.8592E6,1.0701E6,,,,,,,,,,,4.4213E5,,1.6876E6,5.9115E6,8.7689E5,2.7438E5,4.9235E5,,0,4.422E5,5.2938E5,4.3009E5,6.4135E5,,9.5401E5,2.0919E6,1.8157E6,1.8966E6,9.9964E5,1.3847E6,1.6322E6,2.1883E6,4.0614E6,2.277E6,14,14,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,5,3,1,1,0,1,1,1,1,1,0,1,1,1,2,1,2,2,2,3,1,,39930,Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1
1749,1612,Q8IX12|CCAR1_HUMAN,91.57,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,0,0,0,1,1,6,3,1,2,4,2,2,3,4,4,,,,,,,,,,,,,,,,,4.0303E5,,4.5668E6,2.993E6,,,,2.8568E5,,,,,2.6517E5,4.4721E5,3.0884E6,1.9593E6,6.0773E5,1.6369E6,2.5029E6,5.5944E5,5.6836E5,1.8116E6,3.2875E6,2.1795E6,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,1,0,0,0,0,1,1,6,3,1,3,5,2,2,3,4,3,,132821,Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens OX=9606 GN=CCAR1 PE=1 SV=2
1436,1823,O75616|ERAL1_HUMAN,91.54,14,0,3,0,4,0,2,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,8,12,12,12,12,3,5,12,12,8,,1.5658E5,,3.2684E5,,2.4296E5,1.9898E5,,2.0972E5,0,,,,,,,,,,,,,,4.5219E5,,,,,2.3281E5,2.9511E5,1.4308E6,2.1017E6,2.0074E6,1.8745E6,1.6358E6,2.7311E5,5.8256E5,1.6185E6,2.4739E6,1.356E6,7,7,0,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,4,4,4,4,1,2,4,4,3,,48350,GTPase Era  mitochondrial OS=Homo sapiens OX=9606 GN=ERAL1 PE=1 SV=2
1750,1889,P08240|SRPRA_HUMAN,91.51,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,4,5,3,6,2,4,5,8,7,,,,,,,1.6817E5,,,,,,,,,,,,1.2379E6,8.9478E6,,,,,,,,,,,6.6051E5,6.156E5,1.0507E6,4.9834E5,6.997E5,1.6248E5,3.5835E5,9.4356E5,1.3231E6,1.6253E6,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,1,2,3,4,4,,69811,Signal recognition particle receptor subunit alpha OS=Homo sapiens OX=9606 GN=SRPRA PE=1 SV=2
1677,1820,P30043|BLVRB_HUMAN,91.45,54,0,0,0,0,5,0,5,5,0,0,8,8,8,8,0,8,0,8,5,7,19,0,11,8,0,0,0,0,22,0,5,16,12,5,7,0,0,12,23,23,,,,,4.1634E5,,4.1232E5,4.8369E5,,,8.9747E5,8.9549E5,1.055E6,8.4683E5,,1.12E6,,1.1094E6,0,2.2317E6,1.6605E6,,1.3161E6,3.0013E5,,,,,1.8364E6,,1.6202E6,3.747E6,2.4672E6,1.5637E6,5.3233E5,,,2.8274E6,4.2958E6,2.801E6,12,12,0,0,0,0,1,0,1,1,0,0,2,2,1,2,0,1,0,2,1,2,2,0,1,1,0,0,0,0,2,0,1,3,2,1,1,0,0,2,4,3,,22119,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3
2219,1867,Q5D862|FILA2_HUMAN,91.39,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,3.2677E6,,,9.2839E5,3.4408E7,,,,,,,,,,,,,,,,2.6705E5,2.0497E5,,,,,,,,1.2121E6,14,14,0,0,0,0,0,0,0,0,0,0,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,248072,Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1
1861,1522,Q92973|TNPO1_HUMAN,91.32,13,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,4,4,4,5,,,1.6751E5,,,,,1.7208E5,2.9181E5,,,,,,,,6.6309E5,,9.6057E6,4.8495E6,,,,,,,,,,,4.5157E5,3.9551E5,3.569E5,2.3944E5,4.4476E5,3.8496E5,2.7796E5,1.7484E6,1.4978E6,2.2763E6,11,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,3,3,3,4,,102355,Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2
1689,1562,Q13751|LAMB3_HUMAN,91.32,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,3,5,3,3,1,1,5,4,5,3,,,,,,2.5219E5,,,,,,,,,,,,,3.1863E6,2.3253E6,,,4.339E4,,,,,,1.1683E6,,1.3662E6,2.4004E6,1.8473E6,1.9013E6,5.7243E5,4.6458E5,1.0627E6,2.3371E6,3.3264E6,1.8672E6,14,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,3,5,4,4,1,2,5,4,5,3,,129572,Laminin subunit beta-3 OS=Homo sapiens OX=9606 GN=LAMB3 PE=1 SV=1
1766,1938,Q15843|NEDD8_HUMAN,91.32,67,0,10,10,10,10,10,10,10,20,10,0,0,0,0,22,0,22,10,0,21,16,16,0,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,,1.1768E6,1.6767E6,1.5607E6,1.5555E6,3.776E5,1.4612E6,1.4998E6,1.6892E6,3.1028E5,,,,,9.2273E5,,1.0172E6,2.3814E5,,2.0311E6,2.131E6,2.0424E6,,3.5666E6,3.7215E6,2.8273E6,3.3098E6,2.5942E6,3.8157E6,3.6044E6,2.8453E6,4.5057E6,4.0897E6,3.9928E6,2.8447E6,1.944E6,2.1062E6,5.4759E6,4.8981E6,5.5215E6,7,7,0,1,1,1,1,1,1,1,2,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,9072,NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1
1688,1477,Q8NE71|ABCF1_HUMAN,91.24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,1,0,1,1,0,1,0,1,1,1,4,4,3,4,3,4,5,5,10,,,,,,,,,,,,,,,,,,,1.8987E6,3.4351E6,3.3608E5,3.4229E5,,6.2028E5,5.7006E5,,5.3161E5,,6.4836E5,9.2609E5,9.0512E5,1.7918E6,1.3857E6,1.3377E6,1.3491E6,2.5601E5,6.9728E5,1.9668E6,2.4823E6,2.5996E6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,1,0,1,0,1,1,1,3,3,2,3,2,3,4,4,6,,95926,ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2
1078,2334,P27216|ANX13_HUMAN,91.16,6,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,6,3,3,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,4,4,6,4,3,1,2,3,3,3,4,3,2,3,1,1,1,1,1,1,1,1,1,1,,35415,Annexin A13 OS=Homo sapiens OX=9606 GN=ANXA13 PE=1 SV=3
1811,4020,Q5JTJ3|COA6_HUMAN,90.98,16,0,16,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,0,0,12,0,11,12,12,12,11,11,11,11,12,12,,1.5683E6,1.5023E6,,,,1.2075E6,1.3147E6,,,,,,,,,,,,,,,9.5837E5,1.0006E6,,1.4898E6,,,8.8813E5,,2.0009E6,3.1014E6,2.878E6,2.6449E6,2.3561E6,1.1123E6,1.3493E6,3.0413E6,3.758E6,3.772E6,4,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,2,2,2,1,1,1,1,2,2,,14116,Cytochrome c oxidase assembly factor 6 homolog OS=Homo sapiens OX=9606 GN=COA6 PE=1 SV=1
2217,1957,Q96ST2|IWS1_HUMAN,90.91,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4,0,2,0,3,2,2,0,2,6,4,,,,,,,,,,,,,,,,,,,0,,,,,2.7657E5,,,,,,6.2098E5,,8.2404E5,,9.0327E5,6.0131E5,3.8548E5,,1.007E6,2.1836E6,1.7856E6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,1,1,0,1,4,4,,91955,Protein IWS1 homolog OS=Homo sapiens OX=9606 GN=IWS1 PE=1 SV=2
2091,1968,O75608|LYPA1_HUMAN,90.88,38,5,8,17,13,0,5,5,17,8,5,7,0,0,0,7,0,0,0,21,13,0,5,0,0,5,3,5,0,5,12,0,0,5,5,0,0,0,5,5,10,3.6536E5,3.1879E5,1.191E6,7.7878E5,,5.293E5,4.634E5,1.3686E6,9.6769E5,5.1648E5,2.2157E5,,,,2.8937E5,,,,6.5074E6,4.1084E6,,4.2052E5,,,2.6645E5,2.806E5,6.7382E5,,7.6214E5,1.6296E6,,,9.9998E5,9.6828E5,,,,1.293E6,1.2116E6,2.7765E6,10,9,1,1,3,2,0,1,1,3,2,1,1,0,0,0,1,0,0,0,3,2,0,1,0,0,1,1,1,0,1,3,0,0,1,1,0,0,0,1,1,2,,24670,Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1
1810,3280,Q04941|PLP2_HUMAN,90.86,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,7,12,12,0,0,12,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,1.8088E6,2.3188E6,2.3594E6,2.3052E6,2.2995E6,2.0102E6,2.0977E6,3.0285E6,3.8859E6,,,,,,,,,,,5.3929E6,2.9997E6,7.2236E5,,,6.7508E5,,,,,,4.6317E6,3.7041E6,3.4985E6,3.2977E6,3.5229E6,1.8105E6,1.8922E6,4.2666E6,4.3091E6,4.7837E6,5,5,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,16691,Proteolipid protein 2 OS=Homo sapiens OX=9606 GN=PLP2 PE=1 SV=1
1874,2114,Q9BRJ6|CG050_HUMAN,90.82,61,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,13,0,0,7,4,0,18,18,18,18,18,11,14,18,37,25,,,,,,,0,7.1265E5,,,,,,,,,,2.1221E5,,,,,4.4192E5,,3.0777E5,,,3.3423E5,2.0629E4,,1.1048E6,1.4903E6,1.5891E6,1.4229E6,1.4932E6,3.0832E5,4.4684E5,2.1383E6,2.6198E6,1.9569E6,12,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,2,2,2,2,1,2,2,4,3,,22083,Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1
1821,2182,Q96P16|RPR1A_HUMAN,90.79,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,4,4,9,14,10,14,11,0,3,3,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0897E5,8.9907E5,9.7166E5,7.9707E5,4.3246E5,,1.8656E5,3.8822E5,9.9632E5,5.9451E5,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,3,2,3,2,0,1,1,3,3,,35720,Regulation of nuclear pre-mRNA domain-containing protein 1A OS=Homo sapiens OX=9606 GN=RPRD1A PE=1 SV=1
1671,1481,O94874|UFL1_HUMAN,90.73,17,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,1,5,3,0,0,0,0,0,0,0,0,0,0,6,5,7,4,4,1,2,3,8,4,,,,,,,,,,,,1.2003E6,2.1851E5,2.0272E5,2.0455E5,1.7981E5,9.4239E5,1.6361E5,7.2593E6,3.9018E6,,,,,,,,,,,1.3178E6,1.0397E6,1.8043E6,1.1717E6,9.9804E5,4.595E5,5.271E5,7.5492E5,2.1526E6,1.8464E6,14,14,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,1,5,3,0,0,0,0,0,0,0,0,0,0,4,3,5,3,2,1,2,2,5,3,,89595,E3 UFM1-protein ligase 1 OS=Homo sapiens OX=9606 GN=UFL1 PE=1 SV=2
1865,1807,P42696|RBM34_HUMAN,90.39,41,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,4,0,0,0,12,9,16,8,5,3,3,8,2,10,,,3.8581E5,,,,,,,,,,,,,,,,,8.0462E5,1.2529E5,,,2.7376E5,,,3.3148E5,,,,1.4474E6,1.8385E6,1.3655E6,7.565E5,8.7793E5,1.4829E5,2.0439E5,1.4632E6,2.7103E5,2.3826E6,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,4,3,5,3,2,1,1,3,1,4,,48565,RNA-binding protein 34 OS=Homo sapiens OX=9606 GN=RBM34 PE=1 SV=2
1756,1644,P11216|PYGB_HUMAN,90.39,15,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,3,1,6,4,1,1,1,5,3,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2.465E5,3.5385E5,6.6878E5,3.0604E5,2.2058E5,1.7422E5,2.0825E5,5.5327E5,3.5131E5,7.6206E5,14,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,1,4,2,5,,96696,Glycogen phosphorylase  brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5
1870,1987,Q9P287|BCCIP_HUMAN,90.37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,12,15,8,12,0,0,5,15,15,,,,,,,,,,,,,,2.7875E5,,,4.0953E5,,1.0503E6,1.0612E6,,,,,,,,,,,,1.8309E6,3.0124E6,9.0099E5,1.1705E6,,,1.5457E6,4.349E6,3.7841E6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,0,0,2,3,4,,35979,BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1
